random,itemtype,format,objectid,title,relative_link,nexttitle,nextobjectid,nextlink,prevtitle,prevobjectid,prevlink
5015,oralhistory,video/avi,two-mouth-lakes-encounter,Two Mouth Lakes Encounter,mapitem.html?id=two-mouth-lakes-encounter,Becoming Dusk ,two-mouth-meadow-imag0021,mapitem.html?id=two-mouth-meadow-imag0021,Whitetail ,two-mouth-meadow-imag221,mapitem.html?id=two-mouth-meadow-imag221
15523,trailcam,image/jpg,two-mouth-meadow-imag0021,Becoming Dusk ,mapitem.html?id=two-mouth-meadow-imag0021,Sunbeam,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0317,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0317,Two Mouth Lakes Encounter,two-mouth-lakes-encounter,mapitem.html?id=two-mouth-lakes-encounter
16909,trailcam,image/jpg,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0317,Sunbeam,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0317,Landscape ,twomouth-unnamedlake-imag0016,mapitem.html?id=twomouth-unnamedlake-imag0016,Becoming Dusk ,two-mouth-meadow-imag0021,mapitem.html?id=two-mouth-meadow-imag0021
967,trailcam,image/jpg,twomouth-unnamedlake-imag0016,Landscape ,mapitem.html?id=twomouth-unnamedlake-imag0016,Browsing Left,two-mouth-meadow-imag200,mapitem.html?id=two-mouth-meadow-imag200,Sunbeam,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0317,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0317
5961,trailcam,image/jpg,two-mouth-meadow-imag200,Browsing Left,mapitem.html?id=two-mouth-meadow-imag200,Spring in the Critical Habitat,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0229,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0229,Landscape ,twomouth-unnamedlake-imag0016,mapitem.html?id=twomouth-unnamedlake-imag0016
16867,trailcam,image/jpg,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0229,Spring in the Critical Habitat,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0229,Muley With Twins,salmopriest-criticalhabitatsnowytopsouthbasin-imag0012,mapitem.html?id=salmopriest-criticalhabitatsnowytopsouthbasin-imag0012,Browsing Left,two-mouth-meadow-imag200,mapitem.html?id=two-mouth-meadow-imag200
1290,trailcam,video/avi,salmopriest-criticalhabitatsnowytopsouthbasin-imag0012,Muley With Twins,mapitem.html?id=salmopriest-criticalhabitatsnowytopsouthbasin-imag0012,Browsing,ballcreek-smallclearing-whitetaildoebrowsingagain,mapitem.html?id=ballcreek-smallclearing-whitetaildoebrowsingagain,Spring in the Critical Habitat,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0229,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0229
328,trailcam,video/avi,ballcreek-smallclearing-whitetaildoebrowsingagain,Browsing,mapitem.html?id=ballcreek-smallclearing-whitetaildoebrowsingagain,Bull and Cow,ballcreek-smallclearing-bullandcowmooseatnight,mapitem.html?id=ballcreek-smallclearing-bullandcowmooseatnight,Muley With Twins,salmopriest-criticalhabitatsnowytopsouthbasin-imag0012,mapitem.html?id=salmopriest-criticalhabitatsnowytopsouthbasin-imag0012
13540,trailcam,video/avi,ballcreek-smallclearing-bullandcowmooseatnight,Bull and Cow,mapitem.html?id=ballcreek-smallclearing-bullandcowmooseatnight,Sleetdance,twomouth-unnamedlake-imag0037,mapitem.html?id=twomouth-unnamedlake-imag0037,Browsing,ballcreek-smallclearing-whitetaildoebrowsingagain,mapitem.html?id=ballcreek-smallclearing-whitetaildoebrowsingagain
5061,trailcam,image/jpg,twomouth-unnamedlake-imag0037,Sleetdance,mapitem.html?id=twomouth-unnamedlake-imag0037,Camera Assessment ,salmopriest-criticalhabitat-salmodivide535rim-imag0014,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0014,Bull and Cow,ballcreek-smallclearing-bullandcowmooseatnight,mapitem.html?id=ballcreek-smallclearing-bullandcowmooseatnight
9232,trailcam,image/jpg,salmopriest-criticalhabitat-salmodivide535rim-imag0014,Camera Assessment ,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0014,Rump,twomouth-unnamedlake-imag0057,mapitem.html?id=twomouth-unnamedlake-imag0057,Sleetdance,twomouth-unnamedlake-imag0037,mapitem.html?id=twomouth-unnamedlake-imag0037
703,trailcam,image/jpg,twomouth-unnamedlake-imag0057,Rump,mapitem.html?id=twomouth-unnamedlake-imag0057,Doe on Loop,salmopriest-criticalhabitat-salmodivide535rim-imag0049,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0049,Camera Assessment ,salmopriest-criticalhabitat-salmodivide535rim-imag0014,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0014
13254,trailcam,image/jpg,salmopriest-criticalhabitat-salmodivide535rim-imag0049,Doe on Loop,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0049,Boys Depart,ballcreek-streamcrossing-boysdepart,mapitem.html?id=ballcreek-streamcrossing-boysdepart,Rump,twomouth-unnamedlake-imag0057,mapitem.html?id=twomouth-unnamedlake-imag0057
8544,trailcam,image/jpg,ballcreek-streamcrossing-boysdepart,Boys Depart,mapitem.html?id=ballcreek-streamcrossing-boysdepart,Cinnamon Investigates,ballcreek-cedarrub-cinnamonbearinvestigatestree2-vid,mapitem.html?id=ballcreek-cedarrub-cinnamonbearinvestigatestree2-vid,Doe on Loop,salmopriest-criticalhabitat-salmodivide535rim-imag0049,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0049
1258,trailcam,video/avi,ballcreek-cedarrub-cinnamonbearinvestigatestree2-vid,Cinnamon Investigates,mapitem.html?id=ballcreek-cedarrub-cinnamonbearinvestigatestree2-vid,Cold Rain,salmopriest-criticalhabitat-littlesnowysaddlesouth-imag0005,mapitem.html?id=salmopriest-criticalhabitat-littlesnowysaddlesouth-imag0005,Boys Depart,ballcreek-streamcrossing-boysdepart,mapitem.html?id=ballcreek-streamcrossing-boysdepart
8838,trailcam,video/avi,salmopriest-criticalhabitat-littlesnowysaddlesouth-imag0005,Cold Rain,mapitem.html?id=salmopriest-criticalhabitat-littlesnowysaddlesouth-imag0005,Noon on the Loop,salmopriest-criticalhabitat-salmodivide535rim-imag0040,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0040,Cinnamon Investigates,ballcreek-cedarrub-cinnamonbearinvestigatestree2-vid,mapitem.html?id=ballcreek-cedarrub-cinnamonbearinvestigatestree2-vid
15459,trailcam,image/jpg,salmopriest-criticalhabitat-salmodivide535rim-imag0040,Noon on the Loop,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0040,Morning Glare,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0318,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0318,Cold Rain,salmopriest-criticalhabitat-littlesnowysaddlesouth-imag0005,mapitem.html?id=salmopriest-criticalhabitat-littlesnowysaddlesouth-imag0005
3922,trailcam,video/avi,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0318,Morning Glare,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0318,Wind Trigger,salmopriest-criticalhabitat-salmodivide535rim-imag0104,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0104,Noon on the Loop,salmopriest-criticalhabitat-salmodivide535rim-imag0040,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0040
10689,trailcam,image/jpg,salmopriest-criticalhabitat-salmodivide535rim-imag0104,Wind Trigger,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0104,Camera Assessment,salmopriest-criticalhabitat-salmodivide535rim-imag0018,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0018,Morning Glare,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0318,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0318
9646,trailcam,image/jpg,salmopriest-criticalhabitat-salmodivide535rim-imag0018,Camera Assessment,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0018,Camera Assessment ,salmopriest-criticalhabitat-salmodivide535rim-imag0010,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0010,Wind Trigger,salmopriest-criticalhabitat-salmodivide535rim-imag0104,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0104
5719,trailcam,image/jpg,salmopriest-criticalhabitat-salmodivide535rim-imag0010,Camera Assessment ,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0010,Moose Departure,ballcreek-cedarrub-moosedeparture,mapitem.html?id=ballcreek-cedarrub-moosedeparture,Camera Assessment,salmopriest-criticalhabitat-salmodivide535rim-imag0018,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0018
17914,trailcam,image/jpg,ballcreek-cedarrub-moosedeparture,Moose Departure,mapitem.html?id=ballcreek-cedarrub-moosedeparture,Brad Smith on Encounter at Beehive Lakes,brad-smith-encounter-beehive-lakes,mapitem.html?id=brad-smith-encounter-beehive-lakes,Camera Assessment ,salmopriest-criticalhabitat-salmodivide535rim-imag0010,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0010
1826,oralhistory,video/avi,brad-smith-encounter-beehive-lakes,Brad Smith on Encounter at Beehive Lakes,mapitem.html?id=brad-smith-encounter-beehive-lakes,Toss,ballcreek-smallclearing-deckertoss,mapitem.html?id=ballcreek-smallclearing-deckertoss,Moose Departure,ballcreek-cedarrub-moosedeparture,mapitem.html?id=ballcreek-cedarrub-moosedeparture
11387,trailcam,video/avi,ballcreek-smallclearing-deckertoss,Toss,mapitem.html?id=ballcreek-smallclearing-deckertoss,Checking Out Cam,ballcreek-cedarrub-critterchecksoutcam,mapitem.html?id=ballcreek-cedarrub-critterchecksoutcam,Brad Smith on Encounter at Beehive Lakes,brad-smith-encounter-beehive-lakes,mapitem.html?id=brad-smith-encounter-beehive-lakes
15308,trailcam,video/avi,ballcreek-cedarrub-critterchecksoutcam,Checking Out Cam,mapitem.html?id=ballcreek-cedarrub-critterchecksoutcam,Doe Sundance,two-mouth-meadow-imag0168,mapitem.html?id=two-mouth-meadow-imag0168,Toss,ballcreek-smallclearing-deckertoss,mapitem.html?id=ballcreek-smallclearing-deckertoss
11120,trailcam,image/jpg,two-mouth-meadow-imag0168,Doe Sundance,mapitem.html?id=two-mouth-meadow-imag0168,Hikers Approaching,salmopriest-criticalhabitatsnowytopsouthbasin-imag0037,mapitem.html?id=salmopriest-criticalhabitatsnowytopsouthbasin-imag0037,Checking Out Cam,ballcreek-cedarrub-critterchecksoutcam,mapitem.html?id=ballcreek-cedarrub-critterchecksoutcam
12560,trailcam,image/jpg,salmopriest-criticalhabitatsnowytopsouthbasin-imag0037,Hikers Approaching,mapitem.html?id=salmopriest-criticalhabitatsnowytopsouthbasin-imag0037,Noon Light 2.0,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0197,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0197,Doe Sundance,two-mouth-meadow-imag0168,mapitem.html?id=two-mouth-meadow-imag0168
5629,trailcam,image/jpg,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0197,Noon Light 2.0,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0197,Setup,salmopriest-criticalhabitat-littlesnowysaddlesouth-imag0002,mapitem.html?id=salmopriest-criticalhabitat-littlesnowysaddlesouth-imag0002,Hikers Approaching,salmopriest-criticalhabitatsnowytopsouthbasin-imag0037,mapitem.html?id=salmopriest-criticalhabitatsnowytopsouthbasin-imag0037
125,trailcam,video/avi,salmopriest-criticalhabitat-littlesnowysaddlesouth-imag0002,Setup,mapitem.html?id=salmopriest-criticalhabitat-littlesnowysaddlesouth-imag0002,Bright Buzz,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0298,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0298,Noon Light 2.0,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0197,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0197
9700,trailcam,video/avi,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0298,Bright Buzz,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0298,Cold Rain Night,salmopriest-criticalhabitat-littlesnowysaddlesouth-imag0006,mapitem.html?id=salmopriest-criticalhabitat-littlesnowysaddlesouth-imag0006,Setup,salmopriest-criticalhabitat-littlesnowysaddlesouth-imag0002,mapitem.html?id=salmopriest-criticalhabitat-littlesnowysaddlesouth-imag0002
2899,trailcam,video/avi,salmopriest-criticalhabitat-littlesnowysaddlesouth-imag0006,Cold Rain Night,mapitem.html?id=salmopriest-criticalhabitat-littlesnowysaddlesouth-imag0006,Forky Gaze,salmopriest-criticalhabitat-salmodivide535rim-imag0036,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0036,Bright Buzz,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0298,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0298
407,trailcam,image/jpg,salmopriest-criticalhabitat-salmodivide535rim-imag0036,Forky Gaze,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0036,Spooked,salmopriest-criticalhabitat-bearpipe-imag0376,mapitem.html?id=salmopriest-criticalhabitat-bearpipe-imag0376,Cold Rain Night,salmopriest-criticalhabitat-littlesnowysaddlesouth-imag0006,mapitem.html?id=salmopriest-criticalhabitat-littlesnowysaddlesouth-imag0006
11596,trailcam,video/mp4,salmopriest-criticalhabitat-bearpipe-imag0376,Spooked,mapitem.html?id=salmopriest-criticalhabitat-bearpipe-imag0376,Grey Morning Coming Down,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0313,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0313,Forky Gaze,salmopriest-criticalhabitat-salmodivide535rim-imag0036,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0036
10921,trailcam,image/jpg,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0313,Grey Morning Coming Down,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0313,Grass Munch,salmopriest-criticalhabitat-wolfpipe-imag0122,mapitem.html?id=salmopriest-criticalhabitat-wolfpipe-imag0122,Spooked,salmopriest-criticalhabitat-bearpipe-imag0376,mapitem.html?id=salmopriest-criticalhabitat-bearpipe-imag0376
6493,trailcam,video/mp4,salmopriest-criticalhabitat-wolfpipe-imag0122,Grass Munch,mapitem.html?id=salmopriest-criticalhabitat-wolfpipe-imag0122,Critical Glare,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0303,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0303,Grey Morning Coming Down,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0313,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0313
17729,trailcam,image/jpg,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0303,Critical Glare,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0303,Blank,salmopriest-criticalhabitat-salmodivide535rim-imag0067,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0067,Grass Munch,salmopriest-criticalhabitat-wolfpipe-imag0122,mapitem.html?id=salmopriest-criticalhabitat-wolfpipe-imag0122
4134,trailcam,image/jpg,salmopriest-criticalhabitat-salmodivide535rim-imag0067,Blank,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0067,Waters Edge,twomouth-unnamedlake-imag0007,mapitem.html?id=twomouth-unnamedlake-imag0007,Critical Glare,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0303,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0303
19024,trailcam,image/jpg,twomouth-unnamedlake-imag0007,Waters Edge,mapitem.html?id=twomouth-unnamedlake-imag0007,Moose Rump,twomouth-unnamedlake-imag0080,mapitem.html?id=twomouth-unnamedlake-imag0080,Blank,salmopriest-criticalhabitat-salmodivide535rim-imag0067,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0067
13581,trailcam,image/jpg,twomouth-unnamedlake-imag0080,Moose Rump,mapitem.html?id=twomouth-unnamedlake-imag0080,Split-Rail Fence,boswell-split-rail,mapitem.html?id=boswell-split-rail,Waters Edge,twomouth-unnamedlake-imag0007,mapitem.html?id=twomouth-unnamedlake-imag0007
19843,contextual,image/jpg,boswell-split-rail,Split-Rail Fence,mapitem.html?id=boswell-split-rail,Night,salmopriest-criticalhabitat-littlesnowysaddlesouth-imag0010,mapitem.html?id=salmopriest-criticalhabitat-littlesnowysaddlesouth-imag0010,Moose Rump,twomouth-unnamedlake-imag0080,mapitem.html?id=twomouth-unnamedlake-imag0080
10258,trailcam,video/avi,salmopriest-criticalhabitat-littlesnowysaddlesouth-imag0010,Night,mapitem.html?id=salmopriest-criticalhabitat-littlesnowysaddlesouth-imag0010,Black Bear Passing Through,ballcreek-cedarrub-blackbearpassingthrough,mapitem.html?id=ballcreek-cedarrub-blackbearpassingthrough,Split-Rail Fence,boswell-split-rail,mapitem.html?id=boswell-split-rail
8966,trailcam,image/jpg,ballcreek-cedarrub-blackbearpassingthrough,Black Bear Passing Through,mapitem.html?id=ballcreek-cedarrub-blackbearpassingthrough,Shadow Man,twomouth-unnamedlake-imag0121,mapitem.html?id=twomouth-unnamedlake-imag0121,Night,salmopriest-criticalhabitat-littlesnowysaddlesouth-imag0010,mapitem.html?id=salmopriest-criticalhabitat-littlesnowysaddlesouth-imag0010
612,trailcam,image/jpg,twomouth-unnamedlake-imag0121,Shadow Man,mapitem.html?id=twomouth-unnamedlake-imag0121,Blooming,twomouth-unnamedlake-imag0136,mapitem.html?id=twomouth-unnamedlake-imag0136,Black Bear Passing Through,ballcreek-cedarrub-blackbearpassingthrough,mapitem.html?id=ballcreek-cedarrub-blackbearpassingthrough
2604,trailcam,image/jpg,twomouth-unnamedlake-imag0136,Blooming,mapitem.html?id=twomouth-unnamedlake-imag0136,At The Edge,twomouth-unnamedlake-imag0043,mapitem.html?id=twomouth-unnamedlake-imag0043,Shadow Man,twomouth-unnamedlake-imag0121,mapitem.html?id=twomouth-unnamedlake-imag0121
6733,trailcam,image/jpg,twomouth-unnamedlake-imag0043,At The Edge,mapitem.html?id=twomouth-unnamedlake-imag0043,Cinnamon Bear Departs 2.0,ballcreek-cedarrub-cinnamonbeardeparts2,mapitem.html?id=ballcreek-cedarrub-cinnamonbeardeparts2,Blooming,twomouth-unnamedlake-imag0136,mapitem.html?id=twomouth-unnamedlake-imag0136
7322,trailcam,video/avi,ballcreek-cedarrub-cinnamonbeardeparts2,Cinnamon Bear Departs 2.0,mapitem.html?id=ballcreek-cedarrub-cinnamonbeardeparts2,Buck Face Night,salmopriest-criticalhabitat-salmodivide535rim-imag0079,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0079,At The Edge,twomouth-unnamedlake-imag0043,mapitem.html?id=twomouth-unnamedlake-imag0043
4336,trailcam,image/jpg,salmopriest-criticalhabitat-salmodivide535rim-imag0079,Buck Face Night,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0079,Cloud Shadow,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0199,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0199,Cinnamon Bear Departs 2.0,ballcreek-cedarrub-cinnamonbeardeparts2,mapitem.html?id=ballcreek-cedarrub-cinnamonbeardeparts2
8859,trailcam,image/jpg,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0199,Cloud Shadow,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0199,Ridgeline to Big Snowy Top,big-snowy-ridge,mapitem.html?id=big-snowy-ridge,Buck Face Night,salmopriest-criticalhabitat-salmodivide535rim-imag0079,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0079
12875,contextual,image/jpg,big-snowy-ridge,Ridgeline to Big Snowy Top,mapitem.html?id=big-snowy-ridge,Wind Trigger,salmopriest-criticalhabitat-salmodivide535rim-imag0101,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0101,Cloud Shadow,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0199,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0199
2043,trailcam,image/jpg,salmopriest-criticalhabitat-salmodivide535rim-imag0101,Wind Trigger,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0101,Smoky,twomouth-unnamedlake-imag0190,mapitem.html?id=twomouth-unnamedlake-imag0190,Ridgeline to Big Snowy Top,big-snowy-ridge,mapitem.html?id=big-snowy-ridge
16341,trailcam,image/jpg,twomouth-unnamedlake-imag0190,Smoky,mapitem.html?id=twomouth-unnamedlake-imag0190,Hiker Investigates,ballcreek-cedarrub-hikerinvestigates,mapitem.html?id=ballcreek-cedarrub-hikerinvestigates,Wind Trigger,salmopriest-criticalhabitat-salmodivide535rim-imag0101,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0101
